Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 5.5 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
100 Hekate (A868 NA)               	| RA, DEC 22 29 01.94 -11 47 42.5	| EL, AZ: 24.4  89.6 	| Mag: 11.8 	| moon_dis: 175.3
736 Harvard (A912 WC)              	| RA, DEC 22 24 19.94 -09 37 36.6	| EL, AZ: 24.4  86.9 	| Mag: 13.7 	| moon_dis: 176.1
476 Hedwig (A901 QB)               	| RA, DEC 22 11 57.29 -01 20 36.5	| EL, AZ: 22.8  77.4 	| Mag: 12.6 	| moon_dis: 170.0
233 Asterope (A883 JA)             	| RA, DEC 13 17 20.35 -08 07 41.5	| EL, AZ: 21.8  273.1	| Mag: 13.8 	| moon_dis: 50.5 
69 Hesperia (A861 HC)              	| RA, DEC 13 24 41.26 -03 18 11.8	| EL, AZ: 20.9  278.5	| Mag: 12.9 	| moon_dis: 50.5 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 01:00 -- UTC: 2026-07-17 04:00
128 Nemesis (A872 WA)              	| RA, DEC 19 01 56.26 -27 54 08.4	| EL, AZ: 87.2  31.6 	| Mag: 11.4 	| moon_dis: 132.3
451 Patientia (A899 XA)            	| RA, DEC 19 10 42.58 -29 56 00.3	| EL, AZ: 86.7  85.0 	| Mag: 11.3 	| moon_dis: 133.8
488 Kreusa (A902 MC)               	| RA, DEC 18 40 26.29 -28 52 12.1	| EL, AZ: 86.5  292.3	| Mag: 12.8 	| moon_dis: 127.5
503 Evelyn (A903 BL)               	| RA, DEC 19 05 54.14 -27 12 14.7	| EL, AZ: 86.2  37.5 	| Mag: 13.8 	| moon_dis: 133.3
37 Fides (A855 TB)                 	| RA, DEC 18 41 40.63 -27 39 42.8	| EL, AZ: 86.0  310.1	| Mag: 11.5 	| moon_dis: 127.9
2013 Tucapel (1971 UH4)            	| RA, DEC 19 08 58.53 -26 25 20.1	| EL, AZ: 85.1  38.6 	| Mag: 13.4 	| moon_dis: 134.1
407 Arachne (A895 TB)              	| RA, DEC 18 54 01.81 -24 28 38.6	| EL, AZ: 84.2  356.9	| Mag: 12.6 	| moon_dis: 131.1
785 Zwetana (A914 FD)              	| RA, DEC 18 27 41.79 -34 56 26.7	| EL, AZ: 82.5  229.3	| Mag: 12.6 	| moon_dis: 123.8
8 Flora (A847 UA)                  	| RA, DEC 19 06 36.76 -22 16 56.3	| EL, AZ: 81.6  18.0 	| Mag: 9.1  	| moon_dis: 134.2
1304 Arosa (1928 KC)               	| RA, DEC 19 30 39.76 -34 15 40.6	| EL, AZ: 81.5  120.2	| Mag: 13.4 	| moon_dis: 136.4
211 Isolda (A879 XA)               	| RA, DEC 18 36 59.13 -21 18 18.8	| EL, AZ: 80.1  334.1	| Mag: 13.0 	| moon_dis: 127.4
468 Lina (A901 BC)                 	| RA, DEC 19 24 05.55 -22 43 44.1	| EL, AZ: 80.1  42.0 	| Mag: 13.4 	| moon_dis: 138.2
840 Zenobia (A916 SN)              	| RA, DEC 18 36 28.03 -20 01 31.2	| EL, AZ: 78.9  336.2	| Mag: 14.0 	| moon_dis: 127.4
455 Bruchsalia (A900 KC)           	| RA, DEC 19 41 57.80 -35 35 39.0	| EL, AZ: 78.9  121.5	| Mag: 11.2 	| moon_dis: 138.0
847 Agnia (A915 RP)                	| RA, DEC 19 25 06.14 -20 37 07.8	| EL, AZ: 78.2  36.3 	| Mag: 13.8 	| moon_dis: 138.7
800 Kressmannia (A915 FG)          	| RA, DEC 17 55 23.33 -29 41 30.9	| EL, AZ: 77.0  268.6	| Mag: 12.9 	| moon_dis: 117.6
182 Elsa (A878 CC)                 	| RA, DEC 19 39 56.81 -21 49 34.7	| EL, AZ: 76.9  52.3 	| Mag: 12.3 	| moon_dis: 141.9
850 Altona (A916 FG)               	| RA, DEC 18 52 47.95 -16 45 26.0	| EL, AZ: 76.5  357.2	| Mag: 13.3 	| moon_dis: 131.3
160 Una (A876 DA)                  	| RA, DEC 17 51 12.31 -29 07 38.3	| EL, AZ: 76.0  270.5	| Mag: 13.4 	| moon_dis: 116.8
949 Hel (A921 EM)                  	| RA, DEC 19 58 45.10 -27 55 21.8	| EL, AZ: 76.0  84.1 	| Mag: 13.6 	| moon_dis: 144.4
60 Echo (A860 RB)                  	| RA, DEC 19 16 23.91 -16 41 44.2	| EL, AZ: 75.6  20.5 	| Mag: 12.4 	| moon_dis: 136.9
66 Maja (A861 GA)                  	| RA, DEC 19 59 35.32 -25 14 55.9	| EL, AZ: 74.9  74.3 	| Mag: 13.3 	| moon_dis: 145.5
976 Benjamina (A922 FD)            	| RA, DEC 18 42 10.04 -15 27 16.0	| EL, AZ: 74.9  347.6	| Mag: 13.9 	| moon_dis: 128.7
260 Huberta (A886 TA)              	| RA, DEC 18 53 39.55 -14 55 01.1	| EL, AZ: 74.6  358.3	| Mag: 13.9 	| moon_dis: 131.4
163 Erigone (A876 HC)              	| RA, DEC 18 20 35.98 -17 05 06.6	| EL, AZ: 74.6  326.9	| Mag: 14.0 	| moon_dis: 123.6
378 Holmia (A893 XA)               	| RA, DEC 18 25 22.15 -15 02 28.9	| EL, AZ: 73.3  333.9	| Mag: 13.9 	| moon_dis: 124.6
139 Juewa (A874 TA)                	| RA, DEC 20 13 39.79 -35 05 36.5	| EL, AZ: 72.9  111.3	| Mag: 12.4 	| moon_dis: 143.8
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 04.79 -19 57 30.4	| EL, AZ: 71.6  59.8 	| Mag: 13.9 	| moon_dis: 147.6
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 50.00 -20 27 04.1	| EL, AZ: 70.2  64.6 	| Mag: 13.9 	| moon_dis: 149.5
267 Tirza (A887 KB)                	| RA, DEC 20 24 24.92 -26 39 13.3	| EL, AZ: 70.1  84.9 	| Mag: 13.6 	| moon_dis: 150.1
18 Melpomene (A852 MA)             	| RA, DEC 18 55 45.20 -10 18 09.1	| EL, AZ: 70.0  0.1  	| Mag: 8.9  	| moon_dis: 131.7
199 Byblis (A879 NA)               	| RA, DEC 17 24 54.32 -25 40 06.2	| EL, AZ: 69.5  277.3	| Mag: 12.4 	| moon_dis: 110.9
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 07.29 -17 35 47.6	| EL, AZ: 69.1  56.5 	| Mag: 13.7 	| moon_dis: 149.2
540 Rosamunde (A904 PE)            	| RA, DEC 17 53 53.39 -13 54 19.5	| EL, AZ: 68.4  315.6	| Mag: 13.7 	| moon_dis: 116.9
409 Aspasia (A895 XC)              	| RA, DEC 19 02 10.36 -08 28 49.0	| EL, AZ: 68.1  4.4  	| Mag: 10.8 	| moon_dis: 133.0
231 Vindobona (A882 RB)            	| RA, DEC 17 12 49.74 -30 50 53.3	| EL, AZ: 68.0  261.8	| Mag: 13.4 	| moon_dis: 108.4
814 Tauris (A916 AE)               	| RA, DEC 17 19 22.81 -24 08 41.4	| EL, AZ: 67.9  280.1	| Mag: 13.8 	| moon_dis: 109.6
372 Palma (A893 QB)                	| RA, DEC 17 46 02.00 -48 29 41.1	| EL, AZ: 67.5  210.9	| Mag: 13.4 	| moon_dis: 113.6
1819 Laputa (1948 PC)              	| RA, DEC 20 19 50.11 -17 30 03.8	| EL, AZ: 66.9  61.1 	| Mag: 13.4 	| moon_dis: 151.9
125 Liberatrix (A872 RA)           	| RA, DEC 20 07 43.68 -14 03 30.2	| EL, AZ: 66.7  49.6 	| Mag: 12.2 	| moon_dis: 149.4
797 Montana (A914 WG)              	| RA, DEC 17 25 54.59 -18 49 51.9	| EL, AZ: 66.7  294.1	| Mag: 13.9 	| moon_dis: 110.7
14 Irene (A851 KA)                 	| RA, DEC 17 07 44.03 -24 23 21.4	| EL, AZ: 65.5  277.1	| Mag: 10.3 	| moon_dis: 106.9
210 Isabella (A879 VA)             	| RA, DEC 17 01 22.94 -29 02 13.7	| EL, AZ: 65.3  265.5	| Mag: 14.0 	| moon_dis: 105.9
324 Bamberga (A892 DA)             	| RA, DEC 20 50 20.86 -27 29 33.6	| EL, AZ: 64.7  90.7 	| Mag: 9.8  	| moon_dis: 154.6
527 Euryanthe (A904 FC)            	| RA, DEC 17 21 32.69 -16 13 42.6	| EL, AZ: 64.4  297.8	| Mag: 14.0 	| moon_dis: 109.4
205 Martha (A879 TB)               	| RA, DEC 17 54 33.84 -08 39 27.8	| EL, AZ: 64.1  323.4	| Mag: 13.6 	| moon_dis: 116.5
479 Caprera (A901 VK)              	| RA, DEC 20 29 01.68 -15 29 28.2	| EL, AZ: 63.9  60.5 	| Mag: 13.6 	| moon_dis: 154.4
769 Tatjana (A913 TD)              	| RA, DEC 20 58 09.41 -29 33 51.4	| EL, AZ: 63.5  96.1 	| Mag: 12.8 	| moon_dis: 154.6
31 Euphrosyne (A854 RA)            	| RA, DEC 18 00 27.22 -55 17 28.9	| EL, AZ: 63.1  197.2	| Mag: 12.7 	| moon_dis: 114.2
485 Genua (A902 JC)                	| RA, DEC 19 02 17.93 -02 44 38.2	| EL, AZ: 62.4  3.6  	| Mag: 13.1 	| moon_dis: 132.1
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 57.50 -25 02 43.3	| EL, AZ: 62.0  86.7 	| Mag: 13.9 	| moon_dis: 157.8
388 Charybdis (A894 ED)            	| RA, DEC 21 00 27.92 -24 54 06.9	| EL, AZ: 61.9  86.5 	| Mag: 12.9 	| moon_dis: 158.0
663 Gerlinde (A908 MB)             	| RA, DEC 18 22 21.87 -03 01 15.0	| EL, AZ: 61.7  342.3	| Mag: 13.8 	| moon_dis: 122.4
216 Kleopatra (A880 GB)            	| RA, DEC 17 42 21.25 -06 55 21.2	| EL, AZ: 61.0  319.9	| Mag: 11.5 	| moon_dis: 113.2
57 Mnemosyne (A859 SA)             	| RA, DEC 18 45 39.43 -01 22 10.6	| EL, AZ: 61.0  354.8	| Mag: 11.9 	| moon_dis: 127.7
51 Nemausa (A858 BA)               	| RA, DEC 17 38 36.20 -07 17 49.6	| EL, AZ: 60.8  317.9	| Mag: 11.2 	| moon_dis: 112.4
345 Tercidina (A892 WB)            	| RA, DEC 20 00 40.79 -03 43 23.7	| EL, AZ: 59.3  33.2 	| Mag: 12.4 	| moon_dis: 146.5
1058 Grubba (1925 MA)              	| RA, DEC 20 35 38.39 -10 11 00.6	| EL, AZ: 59.2  54.4 	| Mag: 13.3 	| moon_dis: 156.1
313 Chaldaea (A891 QB)             	| RA, DEC 20 10 08.29 -04 34 36.9	| EL, AZ: 58.8  38.0 	| Mag: 13.2 	| moon_dis: 149.0
1458 Mineura (1937 RC)             	| RA, DEC 19 31 43.91 +00 03 50.8	| EL, AZ: 58.5  17.4 	| Mag: 14.0 	| moon_dis: 138.5
469 Argentina (A901 DC)            	| RA, DEC 16 25 48.36 -36 31 17.5	| EL, AZ: 58.4  248.3	| Mag: 13.5 	| moon_dis: 99.1 
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 17.23 -18 22 27.1	| EL, AZ: 57.6  76.0 	| Mag: 13.2 	| moon_dis: 162.8
3 Juno (A804 RA)                   	| RA, DEC 20 17 10.59 -04 13 19.4	| EL, AZ: 57.6  40.4 	| Mag: 9.2  	| moon_dis: 150.6
108 Hecuba (A869 GB)               	| RA, DEC 16 26 01.04 -27 24 47.9	| EL, AZ: 57.3  265.4	| Mag: 13.0 	| moon_dis: 98.0 
175 Andromache (A877 TA)           	| RA, DEC 16 27 25.14 -25 45 40.7	| EL, AZ: 57.2  268.5	| Mag: 13.3 	| moon_dis: 98.0 
287 Nephthys (A889 QA)             	| RA, DEC 20 53 11.78 -11 55 03.1	| EL, AZ: 57.1  62.3 	| Mag: 11.3 	| moon_dis: 160.5
872 Holda (A917 KH)                	| RA, DEC 20 36 05.74 -07 15 09.9	| EL, AZ: 57.0  50.7 	| Mag: 14.0 	| moon_dis: 155.9
480 Hansa (A901 KB)                	| RA, DEC 18 46 02.88 +02 51 26.5	| EL, AZ: 56.8  355.6	| Mag: 12.3 	| moon_dis: 126.8
121 Hermione (A872 JA)             	| RA, DEC 16 26 47.57 -23 01 02.2	| EL, AZ: 56.2  273.1	| Mag: 13.0 	| moon_dis: 97.5 
804 Hispania (A915 FK)             	| RA, DEC 16 14 44.12 -43 36 11.1	| EL, AZ: 55.7  235.7	| Mag: 12.2 	| moon_dis: 97.9 
921 Jovita (A919 RD)               	| RA, DEC 17 58 51.60 +01 21 25.4	| EL, AZ: 55.6  334.2	| Mag: 13.9 	| moon_dis: 115.7
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 12.98 -35 22 03.0	| EL, AZ: 55.4  250.3	| Mag: 13.2 	| moon_dis: 96.0 
127 Johanna (A872 VB)              	| RA, DEC 16 13 34.73 -30 09 09.9	| EL, AZ: 55.2  259.5	| Mag: 13.2 	| moon_dis: 95.7 
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 10.99 -34 39 36.6	| EL, AZ: 55.2  108.1	| Mag: 13.8 	| moon_dis: 155.2
159 Aemilia (A876 BA)              	| RA, DEC 16 35 20.77 -15 37 40.7	| EL, AZ: 54.8  286.5	| Mag: 13.7 	| moon_dis: 98.3 
365 Corduba (A893 FF)              	| RA, DEC 20 21 16.25 -01 23 48.4	| EL, AZ: 54.7  39.1 	| Mag: 13.3 	| moon_dis: 150.7
849 Ara (A915 UB)                  	| RA, DEC 18 52 10.45 +05 14 12.6	| EL, AZ: 54.5  358.5	| Mag: 11.8 	| moon_dis: 127.5
1631 Kopff (1936 UC)               	| RA, DEC 21 40 59.66 -30 24 24.4	| EL, AZ: 54.5  100.8	| Mag: 14.0 	| moon_dis: 159.2
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 36.84 -14 27 49.3	| EL, AZ: 53.8  287.8	| Mag: 13.5 	| moon_dis: 97.7 
481 Emita (A902 CB)                	| RA, DEC 16 12 09.54 -24 08 45.8	| EL, AZ: 53.4  269.3	| Mag: 13.9 	| moon_dis: 94.4 
123 Brunhild (A872 OB)             	| RA, DEC 16 04 56.04 -27 19 11.0	| EL, AZ: 52.8  263.5	| Mag: 13.9 	| moon_dis: 93.3 
119 Althaea (A872 GA)              	| RA, DEC 16 27 25.22 -14 25 52.4	| EL, AZ: 52.5  286.5	| Mag: 12.6 	| moon_dis: 96.2 
780 Armenia (A914 BJ)              	| RA, DEC 17 10 41.24 -00 45 56.0	| EL, AZ: 51.4  314.8	| Mag: 13.9 	| moon_dis: 104.4
490 Veritas (A902 RE)              	| RA, DEC 21 06 33.38 -05 55 40.4	| EL, AZ: 50.7  58.2 	| Mag: 13.3 	| moon_dis: 162.9
24 Themis (A853 GA)                	| RA, DEC 16 02 42.38 -21 20 25.7	| EL, AZ: 50.4  272.4	| Mag: 12.5 	| moon_dis: 91.7 
48 Doris (A857 SA)                 	| RA, DEC 16 18 55.89 -13 04 58.6	| EL, AZ: 50.1  286.6	| Mag: 12.5 	| moon_dis: 94.0 
674 Rachele (A908 UK)              	| RA, DEC 15 52 16.51 -25 23 38.5	| EL, AZ: 49.5  265.2	| Mag: 13.0 	| moon_dis: 90.2 
558 Carmen (A905 CK)               	| RA, DEC 21 33 40.50 -12 03 18.4	| EL, AZ: 49.1  72.1 	| Mag: 13.6 	| moon_dis: 170.4
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.26 -20 36 11.4	| EL, AZ: 48.9  272.7	| Mag: 11.1 	| moon_dis: 90.3 
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 46.33 -28 08 21.0	| EL, AZ: 48.5  260.3	| Mag: 10.5 	| moon_dis: 88.9 
38 Leda (A856 AA)                  	| RA, DEC 21 35 03.10 -11 06 47.2	| EL, AZ: 48.3  71.2 	| Mag: 13.3 	| moon_dis: 170.8
349 Dembowska (A892 XB)            	| RA, DEC 22 04 48.96 -24 40 12.7	| EL, AZ: 47.9  94.1 	| Mag: 10.1 	| moon_dis: 166.2
306 Unitas (A891 EA)               	| RA, DEC 21 38 55.54 -10 49 00.8	| EL, AZ: 47.4  71.6 	| Mag: 11.2 	| moon_dis: 171.7
258 Tyche (A886 JA)                	| RA, DEC 16 30 23.06 -04 21 44.4	| EL, AZ: 47.1  299.8	| Mag: 12.4 	| moon_dis: 95.2 
556 Phyllis (A905 AD)              	| RA, DEC 15 44 11.02 -23 19 05.4	| EL, AZ: 47.1  267.2	| Mag: 14.0 	| moon_dis: 87.9 
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 56.92 -34 00 49.1	| EL, AZ: 46.6  250.8	| Mag: 13.8 	| moon_dis: 87.3 
28 Bellona (A854 EA)               	| RA, DEC 16 10 46.64 -09 27 36.1	| EL, AZ: 46.4  289.5	| Mag: 12.2 	| moon_dis: 91.3 
456 Abnoba (A900 LA)               	| RA, DEC 20 41 19.14 +05 18 32.9	| EL, AZ: 46.3  39.8 	| Mag: 12.9 	| moon_dis: 152.0
478 Tergeste (A901 SC)             	| RA, DEC 21 01 54.20 +01 59 31.7	| EL, AZ: 45.8  48.6 	| Mag: 13.0 	| moon_dis: 158.1
397 Vienna (A894 YA)               	| RA, DEC 20 46 44.94 +05 07 11.0	| EL, AZ: 45.7  41.6 	| Mag: 12.4 	| moon_dis: 153.2
389 Industria (A894 EE)            	| RA, DEC 21 38 22.52 -07 14 19.5	| EL, AZ: 45.4  67.2 	| Mag: 12.1 	| moon_dis: 170.7
354 Eleonora (A893 BC)             	| RA, DEC 21 59 19.43 -10 59 48.2	| EL, AZ: 43.2  75.6 	| Mag: 10.9 	| moon_dis: 176.7
363 Padua (A893 FD)                	| RA, DEC 15 29 11.80 -20 07 54.6	| EL, AZ: 42.7  269.6	| Mag: 13.8 	| moon_dis: 83.8 
582 Olympia (A906 BM)              	| RA, DEC 21 20 03.90 +02 26 51.0	| EL, AZ: 42.4  52.9 	| Mag: 13.9 	| moon_dis: 161.2
264 Libussa (A886 YA)              	| RA, DEC 22 35 29.37 -25 44 04.7	| EL, AZ: 41.7  98.7 	| Mag: 12.5 	| moon_dis: 164.3
97 Klotho (A868 DB)                	| RA, DEC 15 56 03.74 -05 22 56.1	| EL, AZ: 41.1  291.2	| Mag: 13.4 	| moon_dis: 87.0 
347 Pariana (A892 WD)              	| RA, DEC 22 36 57.22 -23 18 58.5	| EL, AZ: 40.5  95.8 	| Mag: 13.7 	| moon_dis: 166.4
276 Adelheid (A888 HA)             	| RA, DEC 16 06 35.33 -00 56 37.1	| EL, AZ: 40.4  298.0	| Mag: 14.0 	| moon_dis: 88.7 
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 59.17 -14 42 44.1	| EL, AZ: 40.1  276.0	| Mag: 12.4 	| moon_dis: 82.2 
559 Nanon (A905 EB)                	| RA, DEC 15 33 39.82 -11 15 49.7	| EL, AZ: 39.7  280.8	| Mag: 13.9 	| moon_dis: 82.8 
563 Suleika (A905 GD)              	| RA, DEC 15 19 06.00 -14 14 54.7	| EL, AZ: 38.0  275.2	| Mag: 14.0 	| moon_dis: 80.0 
100 Hekate (A868 NA)               	| RA, DEC 22 29 01.54 -11 47 53.2	| EL, AZ: 37.4  81.3 	| Mag: 11.8 	| moon_dis: 175.9
70 Panopaea (A861 JA)              	| RA, DEC 14 57 30.93 -24 08 50.0	| EL, AZ: 37.4  261.2	| Mag: 12.1 	| moon_dis: 77.8 
736 Harvard (A912 WC)              	| RA, DEC 22 24 20.12 -09 37 45.2	| EL, AZ: 37.3  78.2 	| Mag: 13.7 	| moon_dis: 176.8
476 Hedwig (A901 QB)               	| RA, DEC 22 11 56.15 -01 20 25.9	| EL, AZ: 35.2  67.6 	| Mag: 12.6 	| moon_dis: 170.3
776 Berbericia (A914 BE)           	| RA, DEC 15 10 55.15 -11 52 06.8	| EL, AZ: 35.1  276.7	| Mag: 13.1 	| moon_dis: 77.5 
92 Undina (A867 NA)                	| RA, DEC 15 13 24.06 -10 38 41.4	| EL, AZ: 35.0  278.3	| Mag: 12.2 	| moon_dis: 77.8 
269 Justitia (A887 SA)             	| RA, DEC 15 14 42.73 -09 54 57.9	| EL, AZ: 34.9  279.3	| Mag: 13.2 	| moon_dis: 77.9 
660 Crescentia (A908 AN)           	| RA, DEC 15 39 14.10 +02 10 24.7	| EL, AZ: 33.1  295.5	| Mag: 13.1 	| moon_dis: 81.4 
362 Havnia (A893 EG)               	| RA, DEC 14 35 34.09 -21 32 42.3	| EL, AZ: 31.7  261.8	| Mag: 13.9 	| moon_dis: 72.2 
1021 Flammario (A924 EW)           	| RA, DEC 23 10 20.95 -17 42 22.9	| EL, AZ: 31.1  93.2 	| Mag: 12.9 	| moon_dis: 164.5
9 Metis (A848 HA)                  	| RA, DEC 23 05 44.03 -14 29 12.3	| EL, AZ: 30.7  89.3 	| Mag: 10.2 	| moon_dis: 166.6
78 Diana (A863 EA)                 	| RA, DEC 22 52 29.00 -08 28 53.3	| EL, AZ: 30.7  81.3 	| Mag: 13.6 	| moon_dis: 169.9
694 Ekard (A909 VC)                	| RA, DEC 14 50 16.63 -10 14 12.2	| EL, AZ: 29.9  275.5	| Mag: 13.7 	| moon_dis: 72.2 
174 Phaedra (A877 RA)              	| RA, DEC 14 11 39.90 -29 11 31.4	| EL, AZ: 29.5  251.2	| Mag: 12.9 	| moon_dis: 70.2 
5 Astraea (A845 XA)                	| RA, DEC 22 56 56.95 -07 37 45.6	| EL, AZ: 29.3  81.1 	| Mag: 12.0 	| moon_dis: 168.6
173 Ino (A877 PA)                  	| RA, DEC 15 12 13.71 -00 13 00.1	| EL, AZ: 29.2  288.6	| Mag: 13.5 	| moon_dis: 75.2 
304 Olga (A891 CB)                 	| RA, DEC 15 24 20.90 +04 00 03.3	| EL, AZ: 29.1  294.5	| Mag: 14.0 	| moon_dis: 77.4 
164 Eva (A876 NA)                  	| RA, DEC 00 01 38.23 -41 56 41.5	| EL, AZ: 29.1  123.9	| Mag: 11.6 	| moon_dis: 141.0
135 Hertha (A874 DA)               	| RA, DEC 14 28 40.80 -17 48 53.5	| EL, AZ: 28.7  265.0	| Mag: 12.4 	| moon_dis: 69.4 
117 Lomia (A871 RB)                	| RA, DEC 23 15 51.57 -11 53 58.9	| EL, AZ: 27.3  87.9 	| Mag: 13.1 	| moon_dis: 164.5
116 Sirona (A871 RA)               	| RA, DEC 14 26 29.98 -14 15 22.1	| EL, AZ: 26.6  268.3	| Mag: 12.7 	| moon_dis: 67.8 
498 Tokio (A902 XA)                	| RA, DEC 14 38 15.44 -08 25 02.9	| EL, AZ: 26.4  275.6	| Mag: 13.6 	| moon_dis: 68.8 
144 Vibilia (A875 LA)              	| RA, DEC 14 25 03.36 -12 28 39.3	| EL, AZ: 25.5  269.9	| Mag: 13.4 	| moon_dis: 66.9 
472 Roma (A901 NA)                 	| RA, DEC 14 53 57.86 +01 27 53.5	| EL, AZ: 24.5  287.2	| Mag: 13.9 	| moon_dis: 70.4 
704 Interamnia (A910 TC)           	| RA, DEC 13 47 34.31 -26 35 58.4	| EL, AZ: 23.6  251.7	| Mag: 12.5 	| moon_dis: 64.3 
225 Henrietta (A882 HA)            	| RA, DEC 22 27 58.31 +15 34 43.9	| EL, AZ: 21.3  55.7 	| Mag: 13.1 	| moon_dis: 153.2
79 Eurynome (A863 RA)              	| RA, DEC 14 09 10.40 -10 28 52.7	| EL, AZ: 21.1  269.8	| Mag: 13.0 	| moon_dis: 62.6 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-17 02:00 -- UTC: 2026-07-17 05:00
949 Hel (A921 EM)                  	| RA, DEC 19 58 42.60 -27 55 19.8	| EL, AZ: 87.5  16.3 	| Mag: 13.6 	| moon_dis: 143.6
66 Maja (A861 GA)                  	| RA, DEC 19 59 32.87 -25 15 02.3	| EL, AZ: 84.9  10.0 	| Mag: 13.3 	| moon_dis: 144.7
455 Bruchsalia (A900 KC)           	| RA, DEC 19 41 55.30 -35 36 03.0	| EL, AZ: 84.0  207.3	| Mag: 11.2 	| moon_dis: 137.3
139 Juewa (A874 TA)                	| RA, DEC 20 13 37.18 -35 05 41.1	| EL, AZ: 83.9  142.5	| Mag: 12.4 	| moon_dis: 143.1
1304 Arosa (1928 KC)               	| RA, DEC 19 30 37.47 -34 15 57.2	| EL, AZ: 83.4  231.3	| Mag: 13.4 	| moon_dis: 135.7
267 Tirza (A887 KB)                	| RA, DEC 20 24 22.74 -26 39 26.3	| EL, AZ: 82.7  61.7 	| Mag: 13.6 	| moon_dis: 149.4
182 Elsa (A878 CC)                 	| RA, DEC 19 39 54.21 -21 49 42.8	| EL, AZ: 80.8  336.5	| Mag: 12.3 	| moon_dis: 141.2
451 Patientia (A899 XA)            	| RA, DEC 19 10 40.36 -29 56 11.8	| EL, AZ: 80.3  269.2	| Mag: 11.3 	| moon_dis: 133.0
468 Lina (A901 BC)                 	| RA, DEC 19 24 03.41 -22 43 48.4	| EL, AZ: 79.7  315.1	| Mag: 13.4 	| moon_dis: 137.4
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 02.85 -19 57 36.6	| EL, AZ: 79.5  9.6  	| Mag: 13.9 	| moon_dis: 146.8
1105 Fragaria (1929 AB)            	| RA, DEC 20 11 48.02 -20 27 20.6	| EL, AZ: 79.5  21.2 	| Mag: 13.9 	| moon_dis: 148.7
2013 Tucapel (1971 UH4)            	| RA, DEC 19 08 56.11 -26 25 40.9	| EL, AZ: 79.0  287.7	| Mag: 13.4 	| moon_dis: 133.4
503 Evelyn (A903 BL)               	| RA, DEC 19 05 51.83 -27 12 19.8	| EL, AZ: 78.7  282.7	| Mag: 13.8 	| moon_dis: 132.6
847 Agnia (A915 RP)                	| RA, DEC 19 25 03.85 -20 37 10.7	| EL, AZ: 78.1  322.8	| Mag: 13.8 	| moon_dis: 137.9
128 Nemesis (A872 WA)              	| RA, DEC 19 01 53.89 -27 54 15.7	| EL, AZ: 78.0  278.1	| Mag: 11.4 	| moon_dis: 131.6
324 Bamberga (A892 DA)             	| RA, DEC 20 50 18.47 -27 29 31.3	| EL, AZ: 77.7  80.0 	| Mag: 9.8  	| moon_dis: 153.9
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 05.21 -17 35 55.9	| EL, AZ: 77.0  13.2 	| Mag: 13.7 	| moon_dis: 148.4
769 Tatjana (A913 TD)              	| RA, DEC 20 58 07.58 -29 34 02.6	| EL, AZ: 76.4  90.7 	| Mag: 12.8 	| moon_dis: 153.9
8 Flora (A847 UA)                  	| RA, DEC 19 06 33.98 -22 17 08.7	| EL, AZ: 76.4  303.2	| Mag: 9.1  	| moon_dis: 133.5
1819 Laputa (1948 PC)              	| RA, DEC 20 19 48.26 -17 30 40.4	| EL, AZ: 76.1  24.6 	| Mag: 13.4 	| moon_dis: 151.2
407 Arachne (A895 TB)              	| RA, DEC 18 53 59.39 -24 28 33.9	| EL, AZ: 75.2  289.3	| Mag: 12.6 	| moon_dis: 130.3
325 Heidelberga (A892 EA)          	| RA, DEC 20 59 55.62 -25 02 48.9	| EL, AZ: 74.8  73.5 	| Mag: 13.9 	| moon_dis: 157.1
388 Charybdis (A894 ED)            	| RA, DEC 21 00 25.98 -24 54 13.4	| EL, AZ: 74.7  73.2 	| Mag: 12.9 	| moon_dis: 157.2
60 Echo (A860 RB)                  	| RA, DEC 19 16 21.44 -16 41 49.9	| EL, AZ: 73.7  324.3	| Mag: 12.4 	| moon_dis: 136.2
37 Fides (A855 TB)                 	| RA, DEC 18 41 38.28 -27 39 43.7	| EL, AZ: 73.6  274.6	| Mag: 11.5 	| moon_dis: 127.2
