Tabela de observabilidade - Cinturão Principal - Zeiss


Iluninação da lua: 3.2 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                    |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
205 Martha (A879 TB)               	| RA, DEC 17 55 13.42 -08 38 22.7	| EL, AZ: 64.7  325.7	| Mag: 13.6 	| moon_dis: 129.6
324 Bamberga (A892 DA)             	| RA, DEC 20 51 17.49 -27 30 25.3	| EL, AZ: 63.7  91.3 	| Mag: 9.8  	| moon_dis: 167.5
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 31.63 -55 19 26.5	| EL, AZ: 63.4  195.8	| Mag: 12.7 	| moon_dis: 126.3
479 Caprera (A901 VK)              	| RA, DEC 20 29 50.30 -15 23 58.5	| EL, AZ: 63.0  61.9 	| Mag: 13.6 	| moon_dis: 168.0
769 Tatjana (A913 TD)              	| RA, DEC 20 58 52.99 -29 29 20.7	| EL, AZ: 62.4  96.3 	| Mag: 12.8 	| moon_dis: 166.5
485 Genua (A902 JC)                	| RA, DEC 19 03 06.33 -02 42 02.6	| EL, AZ: 62.3  6.1  	| Mag: 13.1 	| moon_dis: 143.6
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 04.33 -03 01 18.5	| EL, AZ: 61.9  344.7	| Mag: 13.8 	| moon_dis: 134.5
216 Kleopatra (A880 GB)            	| RA, DEC 17 43 02.39 -06 54 41.4	| EL, AZ: 61.7  321.9	| Mag: 11.5 	| moon_dis: 126.3
51 Nemausa (A858 BA)               	| RA, DEC 17 39 12.41 -07 13 14.9	| EL, AZ: 61.4  319.9	| Mag: 11.2 	| moon_dis: 125.4
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 22.49 -01 20 03.3	| EL, AZ: 61.0  357.2	| Mag: 11.9 	| moon_dis: 139.3
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 42.17 -25 00 27.6	| EL, AZ: 61.0  87.4 	| Mag: 13.9 	| moon_dis: 170.8
388 Charybdis (A894 ED)            	| RA, DEC 21 01 14.00 -24 51 31.9	| EL, AZ: 60.8  87.1 	| Mag: 12.9 	| moon_dis: 170.9
469 Argentina (A901 DC)            	| RA, DEC 16 26 00.39 -36 36 47.7	| EL, AZ: 59.2  248.1	| Mag: 13.5 	| moon_dis: 113.1
345 Tercidina (A892 WB)            	| RA, DEC 20 01 38.06 -03 41 54.1	| EL, AZ: 58.7  35.2 	| Mag: 12.4 	| moon_dis: 156.8
1058 Grubba (1925 MA)              	| RA, DEC 20 36 22.74 -10 10 35.7	| EL, AZ: 58.4  55.9 	| Mag: 13.3 	| moon_dis: 167.6
108 Hecuba (A869 GB)               	| RA, DEC 16 26 14.94 -27 26 48.0	| EL, AZ: 58.2  265.7	| Mag: 13.0 	| moon_dis: 112.2
313 Chaldaea (A891 QB)             	| RA, DEC 20 11 02.94 -04 30 34.4	| EL, AZ: 58.1  39.8 	| Mag: 13.2 	| moon_dis: 159.2
175 Andromache (A877 TA)           	| RA, DEC 16 27 43.13 -25 46 53.5	| EL, AZ: 58.1  269.0	| Mag: 13.3 	| moon_dis: 112.3
1458 Mineura (1937 RC)             	| RA, DEC 19 32 30.86 +00 09 00.8	| EL, AZ: 58.0  19.5 	| Mag: 14.0 	| moon_dis: 148.6
121 Hermione (A872 JA)             	| RA, DEC 16 27 06.86 -23 00 33.2	| EL, AZ: 57.1  273.8	| Mag: 13.0 	| moon_dis: 111.7
480 Hansa (A901 KB)                	| RA, DEC 18 46 55.41 +02 50 12.2	| EL, AZ: 56.9  357.8	| Mag: 12.3 	| moon_dis: 137.5
3 Juno (A804 RA)                   	| RA, DEC 20 18 00.05 -04 09 25.7	| EL, AZ: 56.8  42.1 	| Mag: 9.2  	| moon_dis: 160.3
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 56.86 -18 18 06.2	| EL, AZ: 56.6  76.8 	| Mag: 13.2 	| moon_dis: 177.1
804 Hispania (A915 FK)             	| RA, DEC 16 14 57.28 -43 43 26.7	| EL, AZ: 56.4  235.2	| Mag: 12.2 	| moon_dis: 111.5
1048 Feodosia (A924 WQ)            	| RA, DEC 16 11 16.38 -35 20 36.3	| EL, AZ: 56.2  250.4	| Mag: 13.2 	| moon_dis: 110.0
872 Holda (A917 KH)                	| RA, DEC 20 36 52.58 -07 12 26.4	| EL, AZ: 56.2  52.2 	| Mag: 14.0 	| moon_dis: 165.8
287 Nephthys (A889 QA)             	| RA, DEC 20 53 57.62 -11 47 41.5	| EL, AZ: 56.1  63.4 	| Mag: 11.3 	| moon_dis: 172.0
127 Johanna (A872 VB)              	| RA, DEC 16 13 48.36 -30 10 45.5	| EL, AZ: 56.1  259.8	| Mag: 13.2 	| moon_dis: 109.9
921 Jovita (A919 RD)               	| RA, DEC 17 59 24.39 +01 24 00.4	| EL, AZ: 56.0  336.1	| Mag: 13.9 	| moon_dis: 127.4
159 Aemilia (A876 BA)              	| RA, DEC 16 35 40.10 -15 36 04.5	| EL, AZ: 55.7  287.4	| Mag: 13.7 	| moon_dis: 112.2
412 Elisabetha (A896 AB)           	| RA, DEC 16 33 54.73 -14 21 56.9	| EL, AZ: 54.7  288.9	| Mag: 13.5 	| moon_dis: 111.6
849 Ara (A915 UB)                  	| RA, DEC 18 52 55.38 +05 13 05.3	| EL, AZ: 54.5  0.5  	| Mag: 11.8 	| moon_dis: 137.6
481 Emita (A902 CB)                	| RA, DEC 16 12 28.29 -24 08 06.4	| EL, AZ: 54.3  269.9	| Mag: 13.9 	| moon_dis: 108.6
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 44.40 -34 31 23.3	| EL, AZ: 54.3  108.0	| Mag: 13.8 	| moon_dis: 161.7
365 Corduba (A893 FF)              	| RA, DEC 20 22 02.09 -01 21 05.1	| EL, AZ: 54.0  40.7 	| Mag: 13.3 	| moon_dis: 159.0
123 Brunhild (A872 OB)             	| RA, DEC 16 05 07.55 -27 22 34.3	| EL, AZ: 53.7  263.8	| Mag: 13.9 	| moon_dis: 107.5
1631 Kopff (1936 UC)               	| RA, DEC 21 41 25.73 -30 19 52.1	| EL, AZ: 53.5  101.0	| Mag: 14.0 	| moon_dis: 165.6
119 Althaea (A872 GA)              	| RA, DEC 16 27 40.37 -14 25 16.3	| EL, AZ: 53.4  287.4	| Mag: 12.6 	| moon_dis: 110.1
780 Armenia (A914 BJ)              	| RA, DEC 17 11 09.00 -00 39 13.7	| EL, AZ: 52.0  316.4	| Mag: 13.9 	| moon_dis: 116.8
24 Themis (A853 GA)                	| RA, DEC 16 02 49.90 -21 20 49.0	| EL, AZ: 51.3  272.9	| Mag: 12.5 	| moon_dis: 105.8
48 Doris (A857 SA)                 	| RA, DEC 16 19 09.54 -13 03 51.1	| EL, AZ: 50.9  287.5	| Mag: 12.5 	| moon_dis: 107.8
674 Rachele (A908 UK)              	| RA, DEC 15 52 29.23 -25 23 08.9	| EL, AZ: 50.4  265.6	| Mag: 13.0 	| moon_dis: 104.4
490 Veritas (A902 RE)              	| RA, DEC 21 07 08.28 -05 52 50.9	| EL, AZ: 49.9  59.3 	| Mag: 13.3 	| moon_dis: 168.6
21 Lutetia (A852 VA)               	| RA, DEC 15 57 10.21 -20 34 42.9	| EL, AZ: 49.7  273.2	| Mag: 11.1 	| moon_dis: 104.4
29 Amphitrite (A854 EB)            	| RA, DEC 15 43 47.64 -28 10 47.3	| EL, AZ: 49.3  260.6	| Mag: 10.5 	| moon_dis: 103.1
558 Carmen (A905 CK)               	| RA, DEC 21 34 12.75 -11 58 38.8	| EL, AZ: 48.2  72.9 	| Mag: 13.6 	| moon_dis: 174.0
556 Phyllis (A905 AD)              	| RA, DEC 15 44 09.28 -23 21 36.6	| EL, AZ: 47.9  267.6	| Mag: 14.0 	| moon_dis: 102.1
258 Tyche (A886 JA)                	| RA, DEC 16 30 41.13 -04 20 12.3	| EL, AZ: 47.9  300.9	| Mag: 12.4 	| moon_dis: 108.3
466 Tisiphone (A901 BB)            	| RA, DEC 15 28 48.33 -34 08 06.4	| EL, AZ: 47.4  250.9	| Mag: 13.8 	| moon_dis: 101.2
38 Leda (A856 AA)                  	| RA, DEC 21 35 41.72 -11 05 56.9	| EL, AZ: 47.4  72.1 	| Mag: 13.3 	| moon_dis: 173.0
28 Bellona (A854 EA)               	| RA, DEC 16 10 56.70 -09 23 45.3	| EL, AZ: 47.2  290.5	| Mag: 12.2 	| moon_dis: 104.9
349 Dembowska (A892 XB)            	| RA, DEC 22 05 16.63 -24 35 35.3	| EL, AZ: 46.9  94.5 	| Mag: 10.1 	| moon_dis: 166.8
306 Unitas (A891 EA)               	| RA, DEC 21 39 17.37 -10 42 32.9	| EL, AZ: 46.4  72.3 	| Mag: 11.2 	| moon_dis: 172.2
456 Abnoba (A900 LA)               	| RA, DEC 20 42 06.09 +05 17 26.6	| EL, AZ: 45.7  41.3 	| Mag: 12.9 	| moon_dis: 156.0
478 Tergeste (A901 SC)             	| RA, DEC 21 02 33.53 +01 59 05.6	| EL, AZ: 45.1  49.9 	| Mag: 13.0 	| moon_dis: 160.7
397 Vienna (A894 YA)               	| RA, DEC 20 47 26.56 +05 03 15.0	| EL, AZ: 45.1  43.0 	| Mag: 12.4 	| moon_dis: 156.7
389 Industria (A894 EE)            	| RA, DEC 21 39 01.89 -07 14 58.3	| EL, AZ: 44.5  68.2 	| Mag: 12.1 	| moon_dis: 169.3
363 Padua (A893 FD)                	| RA, DEC 15 29 08.54 -20 06 20.8	| EL, AZ: 43.5  270.1	| Mag: 13.8 	| moon_dis: 97.9 
354 Eleonora (A893 BC)             	| RA, DEC 21 59 45.93 -10 52 54.7	| EL, AZ: 42.3  76.2 	| Mag: 10.9 	| moon_dis: 168.5
97 Klotho (A868 DB)                	| RA, DEC 15 56 15.69 -05 19 29.7	| EL, AZ: 41.9  292.1	| Mag: 13.4 	| moon_dis: 100.3
582 Olympia (A906 BM)              	| RA, DEC 21 20 42.10 +02 33 08.8	| EL, AZ: 41.6  53.9 	| Mag: 13.9 	| moon_dis: 160.6
276 Adelheid (A888 HA)             	| RA, DEC 16 06 43.66 -00 55 10.1	| EL, AZ: 41.2  298.9	| Mag: 14.0 	| moon_dis: 101.6
346 Hermentaria (A892 WC)          	| RA, DEC 15 27 58.99 -14 39 23.1	| EL, AZ: 40.9  276.6	| Mag: 12.4 	| moon_dis: 96.2 
264 Libussa (A886 YA)              	| RA, DEC 22 35 43.70 -25 38 03.2	| EL, AZ: 40.7  98.9 	| Mag: 12.5 	| moon_dis: 160.2
559 Nanon (A905 EB)                	| RA, DEC 15 33 30.21 -11 09 46.4	| EL, AZ: 40.4  281.5	| Mag: 13.9 	| moon_dis: 96.5 
347 Pariana (A892 WD)              	| RA, DEC 22 37 18.46 -23 11 38.1	| EL, AZ: 39.6  96.1 	| Mag: 13.7 	| moon_dis: 160.7
563 Suleika (A905 GD)              	| RA, DEC 15 19 08.84 -14 12 09.8	| EL, AZ: 38.8  275.9	| Mag: 14.0 	| moon_dis: 94.0 
70 Panopaea (A861 JA)              	| RA, DEC 14 57 06.58 -24 05 03.8	| EL, AZ: 38.1  261.6	| Mag: 12.1 	| moon_dis: 91.9 
100 Hekate (A868 NA)               	| RA, DEC 22 29 10.45 -11 43 40.8	| EL, AZ: 36.5  81.9 	| Mag: 11.8 	| moon_dis: 162.4
736 Harvard (A912 WC)              	| RA, DEC 22 24 14.95 -09 34 26.6	| EL, AZ: 36.4  78.8 	| Mag: 13.7 	| moon_dis: 162.7
776 Berbericia (A914 BE)           	| RA, DEC 15 10 56.55 -11 46 59.4	| EL, AZ: 35.9  277.3	| Mag: 13.1 	| moon_dis: 91.4 
92 Undina (A867 NA)                	| RA, DEC 15 13 19.06 -10 34 24.0	| EL, AZ: 35.8  279.0	| Mag: 12.2 	| moon_dis: 91.6 
269 Justitia (A887 SA)             	| RA, DEC 15 14 06.80 -09 48 51.7	| EL, AZ: 35.6  279.9	| Mag: 13.2 	| moon_dis: 91.6 
476 Hedwig (A901 QB)               	| RA, DEC 22 12 22.96 -01 24 44.6	| EL, AZ: 34.4  68.4 	| Mag: 12.6 	| moon_dis: 159.8
660 Crescentia (A908 AN)           	| RA, DEC 15 38 57.61 +02 20 26.8	| EL, AZ: 33.8  296.4	| Mag: 13.1 	| moon_dis: 94.0 
362 Havnia (A893 EG)               	| RA, DEC 14 35 08.84 -21 31 01.0	| EL, AZ: 32.4  262.2	| Mag: 13.9 	| moon_dis: 86.3 
694 Ekard (A909 VC)                	| RA, DEC 14 49 55.36 -10 15 44.2	| EL, AZ: 30.7  275.9	| Mag: 13.7 	| moon_dis: 86.0 
1021 Flammario (A924 EW)           	| RA, DEC 23 10 02.28 -17 33 13.3	| EL, AZ: 30.3  93.5 	| Mag: 12.9 	| moon_dis: 153.6
174 Phaedra (A877 RA)              	| RA, DEC 14 10 47.43 -29 13 24.0	| EL, AZ: 30.1  251.5	| Mag: 12.9 	| moon_dis: 84.0 
173 Ino (A877 PA)                  	| RA, DEC 15 12 09.75 -00 07 10.2	| EL, AZ: 29.9  289.3	| Mag: 13.5 	| moon_dis: 88.3 
9 Metis (A848 HA)                  	| RA, DEC 23 05 44.50 -14 25 33.9	| EL, AZ: 29.8  89.7 	| Mag: 10.2 	| moon_dis: 154.3
78 Diana (A863 EA)                 	| RA, DEC 22 52 47.38 -08 28 45.8	| EL, AZ: 29.8  81.9 	| Mag: 13.6 	| moon_dis: 155.8
304 Olga (A891 CB)                 	| RA, DEC 15 24 05.76 +04 09 56.6	| EL, AZ: 29.7  295.3	| Mag: 14.0 	| moon_dis: 89.9 
135 Hertha (A874 DA)               	| RA, DEC 14 28 00.91 -17 46 46.7	| EL, AZ: 29.4  265.4	| Mag: 12.4 	| moon_dis: 83.4 
164 Eva (A876 NA)                  	| RA, DEC 00 00 00.28 -41 40 20.7	| EL, AZ: 28.6  123.8	| Mag: 11.6 	| moon_dis: 137.7
5 Astraea (A845 XA)                	| RA, DEC 22 57 09.05 -07 34 55.6	| EL, AZ: 28.4  81.7 	| Mag: 12.0 	| moon_dis: 154.4
116 Sirona (A871 RA)               	| RA, DEC 14 25 54.87 -14 11 20.1	| EL, AZ: 27.3  268.8	| Mag: 12.7 	| moon_dis: 81.7 
498 Tokio (A902 XA)                	| RA, DEC 14 37 55.00 -08 18 34.1	| EL, AZ: 27.1  276.2	| Mag: 13.6 	| moon_dis: 82.6 
117 Lomia (A871 RB)                	| RA, DEC 23 16 01.75 -11 54 57.0	| EL, AZ: 26.5  88.5 	| Mag: 13.1 	| moon_dis: 151.4
144 Vibilia (A875 LA)              	| RA, DEC 14 24 45.35 -12 25 33.0	| EL, AZ: 26.3  270.4	| Mag: 13.4 	| moon_dis: 80.9 
472 Roma (A901 NA)                 	| RA, DEC 14 53 41.99 +01 36 44.4	| EL, AZ: 25.1  287.9	| Mag: 13.9 	| moon_dis: 83.3 
704 Interamnia (A910 TC)           	| RA, DEC 13 47 01.89 -26 39 25.0	| EL, AZ: 24.3  252.0	| Mag: 12.5 	| moon_dis: 78.1 
79 Eurynome (A863 RA)              	| RA, DEC 14 08 41.53 -10 26 27.1	| EL, AZ: 21.9  270.3	| Mag: 13.0 	| moon_dis: 76.5 
225 Henrietta (A882 HA)            	| RA, DEC 22 28 02.46 +15 33 12.1	| EL, AZ: 20.6  56.4 	| Mag: 13.1 	| moon_dis: 143.4
154 Bertha (A875 VD)               	| RA, DEC 13 46 34.28 -17 33 01.1	| EL, AZ: 20.4  260.9	| Mag: 13.1 	| moon_dis: 74.2 
599 Luisa (A906 HF)                	| RA, DEC 13 52 24.98 -14 43 17.2	| EL, AZ: 20.4  264.2	| Mag: 13.8 	| moon_dis: 74.4 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-07-16 02:00 -- UTC: 2026-07-16 05:00
949 Hel (A921 EM)                  	| RA, DEC 19 59 42.57 -27 56 04.9	| EL, AZ: 87.0  37.1 	| Mag: 13.6 	| moon_dis: 157.8
455 Bruchsalia (A900 KC)           	| RA, DEC 19 42 54.95 -35 26 23.0	| EL, AZ: 84.6  198.8	| Mag: 11.2 	| moon_dis: 150.9
66 Maja (A861 GA)                  	| RA, DEC 20 00 31.67 -25 12 27.4	| EL, AZ: 84.5  21.6 	| Mag: 13.3 	| moon_dis: 159.0
1304 Arosa (1928 KC)               	| RA, DEC 19 31 32.52 -34 09 16.3	| EL, AZ: 84.3  226.3	| Mag: 13.4 	| moon_dis: 149.6
139 Juewa (A874 TA)                	| RA, DEC 20 14 39.65 -35 03 47.9	| EL, AZ: 83.2  135.8	| Mag: 12.4 	| moon_dis: 156.1
267 Tirza (A887 KB)                	| RA, DEC 20 25 14.79 -26 34 12.4	| EL, AZ: 81.7  65.1 	| Mag: 13.6 	| moon_dis: 163.4
451 Patientia (A899 XA)            	| RA, DEC 19 11 33.57 -29 51 32.5	| EL, AZ: 81.3  270.3	| Mag: 11.3 	| moon_dis: 147.3
182 Elsa (A878 CC)                 	| RA, DEC 19 40 56.65 -21 46 27.3	| EL, AZ: 81.1  343.6	| Mag: 12.3 	| moon_dis: 155.5
468 Lina (A901 BC)                 	| RA, DEC 19 24 55.01 -22 42 05.5	| EL, AZ: 80.3  320.2	| Mag: 13.4 	| moon_dis: 151.7
2013 Tucapel (1971 UH4)            	| RA, DEC 19 09 54.30 -26 17 18.4	| EL, AZ: 80.0  291.0	| Mag: 13.4 	| moon_dis: 147.7
503 Evelyn (A903 BL)               	| RA, DEC 19 06 47.48 -27 10 15.8	| EL, AZ: 79.7  284.8	| Mag: 13.8 	| moon_dis: 146.9
2379 Heiskanen (1941 ST)           	| RA, DEC 20 03 49.20 -19 55 09.2	| EL, AZ: 79.3  15.4 	| Mag: 13.9 	| moon_dis: 161.0
128 Nemesis (A872 WA)              	| RA, DEC 19 02 50.92 -27 51 16.7	| EL, AZ: 79.1  279.8	| Mag: 11.4 	| moon_dis: 145.9
1105 Fragaria (1929 AB)            	| RA, DEC 20 12 35.33 -20 20 44.6	| EL, AZ: 79.0  26.5 	| Mag: 13.9 	| moon_dis: 163.0
847 Agnia (A915 RP)                	| RA, DEC 19 25 58.93 -20 36 02.0	| EL, AZ: 78.7  327.6	| Mag: 13.8 	| moon_dis: 152.1
8 Flora (A847 UA)                  	| RA, DEC 19 07 40.69 -22 12 08.4	| EL, AZ: 77.3  306.8	| Mag: 9.1  	| moon_dis: 147.8
324 Bamberga (A892 DA)             	| RA, DEC 20 51 15.16 -27 30 23.3	| EL, AZ: 76.7  81.4 	| Mag: 9.8  	| moon_dis: 166.9
1245 Calvinia (1932 KF)            	| RA, DEC 20 08 54.91 -17 32 37.5	| EL, AZ: 76.6  18.0 	| Mag: 13.7 	| moon_dis: 162.4
407 Arachne (A895 TB)              	| RA, DEC 18 54 57.86 -24 30 25.9	| EL, AZ: 76.2  291.2	| Mag: 12.6 	| moon_dis: 144.7
769 Tatjana (A913 TD)              	| RA, DEC 20 58 51.19 -29 29 32.0	| EL, AZ: 75.4  90.9 	| Mag: 12.8 	| moon_dis: 166.0
1819 Laputa (1948 PC)              	| RA, DEC 20 20 32.31 -17 16 04.4	| EL, AZ: 75.4  28.3 	| Mag: 13.4 	| moon_dis: 165.1
37 Fides (A855 TB)                 	| RA, DEC 18 42 34.97 -27 39 20.7	| EL, AZ: 74.7  275.5	| Mag: 11.5 	| moon_dis: 141.5
488 Kreusa (A902 MC)               	| RA, DEC 18 41 12.79 -28 49 44.7	| EL, AZ: 74.6  271.0	| Mag: 12.8 	| moon_dis: 141.0
60 Echo (A860 RB)                  	| RA, DEC 19 17 20.86 -16 39 32.9	| EL, AZ: 74.3  328.1	| Mag: 12.4 	| moon_dis: 150.0
325 Heidelberga (A892 EA)          	| RA, DEC 21 00 40.32 -25 00 33.2	| EL, AZ: 73.8  74.9 	| Mag: 13.9 	| moon_dis: 170.2
388 Charybdis (A894 ED)            	| RA, DEC 21 01 12.10 -24 51 38.4	| EL, AZ: 73.7  74.6 	| Mag: 12.9 	| moon_dis: 170.4
125 Liberatrix (A872 RA)           	| RA, DEC 20 08 31.88 -14 00 00.9	| EL, AZ: 73.2  14.2 	| Mag: 12.2 	| moon_dis: 162.0
479 Caprera (A901 VK)              	| RA, DEC 20 29 48.29 -15 24 12.2	| EL, AZ: 72.7  32.4 	| Mag: 13.6 	| moon_dis: 167.3
785 Zwetana (A914 FD)              	| RA, DEC 18 28 35.84 -34 53 06.0	| EL, AZ: 72.0  249.7	| Mag: 12.6 	| moon_dis: 137.2
211 Isolda (A879 XA)               	| RA, DEC 18 37 44.19 -21 18 12.5	| EL, AZ: 71.1  294.0	| Mag: 13.0 	| moon_dis: 140.8
850 Altona (A916 FG)               	| RA, DEC 18 53 33.81 -16 38 01.6	| EL, AZ: 71.0  312.5	| Mag: 13.3 	| moon_dis: 144.3
840 Zenobia (A916 SN)              	| RA, DEC 18 37 13.19 -20 03 49.6	| EL, AZ: 70.3  296.9	| Mag: 14.0 	| moon_dis: 140.7
260 Huberta (A886 TA)              	| RA, DEC 18 54 20.80 -14 52 45.0	| EL, AZ: 69.7  316.3	| Mag: 13.9 	| moon_dis: 144.3
462 Eriphyla (A900 UJ)             	| RA, DEC 21 08 55.23 -18 18 17.0	| EL, AZ: 68.7  59.9 	| Mag: 13.2 	| moon_dis: 176.3
976 Benjamina (A922 FD)            	| RA, DEC 18 42 52.97 -15 27 18.4	| EL, AZ: 68.4  309.3	| Mag: 13.9 	| moon_dis: 141.7
1058 Grubba (1925 MA)              	| RA, DEC 20 36 20.91 -10 10 36.5	| EL, AZ: 67.3  29.6 	| Mag: 13.3 	| moon_dis: 167.0
818 Kapteynia (A916 DF)            	| RA, DEC 21 40 43.04 -34 31 43.9	| EL, AZ: 66.7  107.5	| Mag: 13.8 	| moon_dis: 161.6
287 Nephthys (A889 QA)             	| RA, DEC 20 53 55.73 -11 47 59.7	| EL, AZ: 66.5  41.2 	| Mag: 11.3 	| moon_dis: 171.5
1631 Kopff (1936 UC)               	| RA, DEC 21 41 24.69 -30 20 03.5	| EL, AZ: 66.4  96.9 	| Mag: 14.0 	| moon_dis: 165.6
18 Melpomene (A852 MA)             	| RA, DEC 18 56 43.37 -10 12 00.7	| EL, AZ: 66.2  324.5	| Mag: 8.9  	| moon_dis: 144.0
163 Erigone (A876 HC)              	| RA, DEC 18 21 27.22 -17 03 04.5	| EL, AZ: 65.6  297.6	| Mag: 14.0 	| moon_dis: 136.7
409 Aspasia (A895 XC)              	| RA, DEC 19 03 02.47 -08 29 39.8	| EL, AZ: 65.4  329.9	| Mag: 10.8 	| moon_dis: 145.0
378 Holmia (A893 XA)               	| RA, DEC 18 26 08.79 -15 02 26.4	| EL, AZ: 65.2  303.0	| Mag: 13.9 	| moon_dis: 137.6
800 Kressmannia (A915 FG)          	| RA, DEC 17 56 02.28 -29 46 05.1	| EL, AZ: 65.1  263.7	| Mag: 12.9 	| moon_dis: 131.2
872 Holda (A917 KH)                	| RA, DEC 20 36 50.64 -07 12 33.0	| EL, AZ: 64.6  26.8 	| Mag: 14.0 	| moon_dis: 165.4
160 Una (A876 DA)                  	| RA, DEC 17 51 55.69 -29 08 43.6	| EL, AZ: 64.1  264.8	| Mag: 13.4 	| moon_dis: 130.3
313 Chaldaea (A891 QB)             	| RA, DEC 20 11 00.67 -04 30 44.3	| EL, AZ: 63.8  10.9 	| Mag: 13.2 	| moon_dis: 158.7
345 Tercidina (A892 WB)            	| RA, DEC 20 01 35.68 -03 41 57.6	| EL, AZ: 63.3  5.4  	| Mag: 12.4 	| moon_dis: 156.3
3 Juno (A804 RA)                   	| RA, DEC 20 17 58.00 -04 09 35.3	| EL, AZ: 63.1  14.5 	| Mag: 9.2  	| moon_dis: 159.8
365 Corduba (A893 FF)              	| RA, DEC 20 22 00.19 -01 21 11.7	| EL, AZ: 60.2  15.3 	| Mag: 13.3 	| moon_dis: 158.7
372 Palma (A893 QB)                	| RA, DEC 17 46 52.39 -48 34 50.8	| EL, AZ: 60.1  223.3	| Mag: 13.4 	| moon_dis: 126.0
485 Genua (A902 JC)                	| RA, DEC 19 03 04.31 -02 42 08.9	| EL, AZ: 60.1  334.9	| Mag: 13.1 	| moon_dis: 143.0
558 Carmen (A905 CK)               	| RA, DEC 21 34 11.43 -11 58 50.4	| EL, AZ: 60.0  57.7 	| Mag: 13.6 	| moon_dis: 174.6
349 Dembowska (A892 XB)            	| RA, DEC 22 05 15.51 -24 35 46.8	| EL, AZ: 59.9  87.1 	| Mag: 10.1 	| moon_dis: 167.2
490 Veritas (A902 RE)              	| RA, DEC 21 07 06.84 -05 52 57.8	| EL, AZ: 59.8  39.6 	| Mag: 13.3 	| moon_dis: 168.6
1458 Mineura (1937 RC)             	| RA, DEC 19 32 28.90 +00 08 48.2	| EL, AZ: 59.2  350.5	| Mag: 14.0 	| moon_dis: 148.1
38 Leda (A856 AA)                  	| RA, DEC 21 35 40.13 -11 05 58.9	| EL, AZ: 59.1  56.9 	| Mag: 13.3 	| moon_dis: 173.6
540 Rosamunde (A904 PE)            	| RA, DEC 17 54 34.84 -13 52 42.3	| EL, AZ: 58.5  294.8	| Mag: 13.7 	| moon_dis: 129.9
31 Euphrosyne (A854 RA)            	| RA, DEC 18 01 28.92 -55 19 21.8	| EL, AZ: 58.3  209.8	| Mag: 12.7 	| moon_dis: 125.7
306 Unitas (A891 EA)               	| RA, DEC 21 39 16.50 -10 42 48.8	| EL, AZ: 58.2  57.5 	| Mag: 11.2 	| moon_dis: 172.9
199 Byblis (A879 NA)               	| RA, DEC 17 25 25.45 -25 34 57.6	| EL, AZ: 57.5  269.1	| Mag: 12.4 	| moon_dis: 124.4
57 Mnemosyne (A859 SA)             	| RA, DEC 18 46 20.69 -01 20 08.5	| EL, AZ: 57.2  328.7	| Mag: 11.9 	| moon_dis: 138.6
231 Vindobona (A882 RB)            	| RA, DEC 17 13 13.08 -30 53 47.1	| EL, AZ: 56.1  258.5	| Mag: 13.4 	| moon_dis: 121.9
814 Tauris (A916 AE)               	| RA, DEC 17 20 03.58 -24 04 57.0	| EL, AZ: 55.9  271.0	| Mag: 13.8 	| moon_dis: 123.1
389 Industria (A894 EE)            	| RA, DEC 21 39 00.27 -07 14 56.5	| EL, AZ: 55.9  52.8 	| Mag: 12.1 	| moon_dis: 169.8
663 Gerlinde (A908 MB)             	| RA, DEC 18 23 02.55 -03 01 18.2	| EL, AZ: 55.6  318.1	| Mag: 13.8 	| moon_dis: 133.9
205 Martha (A879 TB)               	| RA, DEC 17 55 11.75 -08 38 25.3	| EL, AZ: 55.2  302.3	| Mag: 13.6 	| moon_dis: 128.9
797 Montana (A914 WG)              	| RA, DEC 17 26 24.72 -18 50 45.4	| EL, AZ: 55.2  280.6	| Mag: 13.9 	| moon_dis: 124.0
354 Eleonora (A893 BC)             	| RA, DEC 21 59 44.85 -10 53 11.7	| EL, AZ: 54.5  63.6 	| Mag: 10.9 	| moon_dis: 169.3
264 Libussa (A886 YA)              	| RA, DEC 22 35 43.14 -25 38 18.2	| EL, AZ: 53.7  92.8 	| Mag: 12.5 	| moon_dis: 160.7
478 Tergeste (A901 SC)             	| RA, DEC 21 02 31.90 +01 59 06.9	| EL, AZ: 53.5  30.7 	| Mag: 13.0 	| moon_dis: 160.8
480 Hansa (A901 KB)                	| RA, DEC 18 46 53.21 +02 50 15.6	| EL, AZ: 53.4  332.0	| Mag: 12.3 	| moon_dis: 136.9
14 Irene (A851 KA)                 	| RA, DEC 17 08 10.82 -24 20 46.5	| EL, AZ: 53.4  269.1	| Mag: 10.3 	| moon_dis: 120.4
